Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Tenure,MonthlyCharge,Bandwidth_GB_Year,TimelyResponse,TimelyFixes,TimelyReplacements,Reliability,Options,Respectful,Courteous,ActiveListening,InternetService_Fiber Optic,InternetService_None,Contract_One year,Contract_Two Year,PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check,Gender_Male,Gender_Nonbinary
1,33,41074.27,12.39276,16,2,0,0,1,1,1,0,1,1,1,1,1,0,1,55.11933,187.4847,5052.938652,3,3,3,3,4,3,4,3,1,0,0,0,0,1,0,0,0
0,59,8233.96,11.18965,14,0,2,0,1,0,1,0,0,0,0,0,1,1,0,10.32825,187.6094,1683.120743,2,2,2,4,3,3,4,3,0,0,0,0,0,0,0,0,0
1,22,129473.6,8.367107,13,1,1,0,0,1,1,0,1,1,0,0,1,1,1,21.51433,232.6228,2554.531054,3,4,3,4,3,4,4,3,1,0,0,0,0,0,1,1,0
0,63,33323.68,8.449531886,20,1,0,0,1,0,1,1,0,0,0,1,0,1,0,22.11524673,172.456745,2496.770215,4,4,3,5,4,3,4,5,0,0,0,1,0,1,0,1,0
1,41,36233.07,12.66865,9,0,0,0,1,1,1,1,0,0,1,0,0,1,1,64.90704,159.9942,5690.994186,3,4,4,4,4,3,2,4,0,1,0,0,1,0,0,0,0
5,46,27655.18,5.415772,14,0,1,0,0,0,1,1,0,0,0,0,1,0,1,13.21355,149.9447,1973.622689,5,4,4,2,3,4,3,3,0,0,0,1,0,0,1,1,0
2,20,10325.85,9.491469,9,1,2,0,0,0,1,1,0,0,1,0,1,1,1,4.51753,252.6378,1187.095148,5,4,5,3,3,5,4,5,1,0,0,0,0,1,0,1,0
1,69,38577.14,9.556195,10,0,1,0,0,0,1,1,1,0,1,0,1,1,0,4.060006,235.1555,1446.866289,4,4,3,4,3,4,5,5,0,0,0,0,1,0,0,1,0
3,56,55127.57,10.88425,9,1,0,0,1,0,1,1,0,0,0,0,1,0,1,6.580765,149.9447,1288.736573,5,6,5,3,3,4,4,5,0,0,1,0,0,0,0,0,0
3,81,24771.21,7.937239,10,1,1,0,0,1,1,0,0,0,0,1,1,1,0,62.12094,200.1185,5951.449014,2,3,3,4,4,3,2,3,0,0,0,0,0,1,0,0,0
2,60,32355.4,11.57381,10,0,0,0,0,0,1,1,1,1,1,0,0,0,1,13.03957,150.0208,1501.37548,4,2,4,3,4,5,3,3,0,1,1,0,1,0,0,1,0
2,60,12534.97,9.515782,8,1,0,0,0,0,0,0,1,1,1,1,0,1,1,67.00167,197.4876,5932.680423,4,4,3,4,4,4,4,3,1,0,1,0,0,1,0,0,0
3,40,38294.57,8.095364,8,0,0,1,0,0,1,1,1,0,1,0,1,0,0,8.209844,164.9853,1635.02715,3,3,3,4,5,3,3,2,0,0,0,0,0,0,1,0,0
3,66,64534.56,9.186491,9,0,0,0,1,1,1,1,0,1,0,0,0,1,0,9.035721,169.9671,1101.466816,5,4,5,3,5,5,3,3,0,1,0,0,0,1,0,0,0
0,25,22823.11,9.521566,16,1,1,0,1,0,1,1,1,1,0,1,1,1,1,29.35795,277.6375,3232.873635,3,2,2,4,3,2,4,4,1,0,0,0,1,0,0,1,0
6,18,44455.34,10.0165,14,3,1,1,1,0,1,1,0,1,0,1,1,0,0,71.91339,184.9496,6957.206381,3,4,4,3,5,4,3,3,0,0,0,0,0,0,0,0,0
4,72,12704.28,12.02547979,12,0,0,1,1,1,1,1,0,1,0,1,1,1,1,2.876901531,275.119794,956.9132284,4,5,4,3,2,5,4,4,1,0,1,0,1,0,0,1,0
2,89,22097.72,12.82879,14,1,0,0,1,0,1,0,0,0,1,1,0,1,1,66.91884,172.4742,5661.61911,5,4,4,2,4,4,5,5,1,0,0,1,0,0,1,0,0
2,63,22466.53,7.799780591,13,1,0,0,0,0,1,1,1,1,0,0,0,0,1,12.73622643,137.497825,1381.538548,5,4,4,2,5,2,4,3,0,1,1,0,0,0,0,1,0
8,46,17847.64,12.49717,13,1,2,0,0,1,0,1,0,0,0,0,0,0,1,69.53236,144.9607,6106.543065,6,5,4,2,7,4,4,4,1,0,0,0,0,1,0,1,0
4,44,33035.98,5.881182,11,2,0,0,0,0,1,0,1,1,0,0,0,0,0,10.41798,117.4686,1574.707587,5,4,4,5,4,5,4,5,0,0,0,1,0,0,0,0,0
0,86,40628.46,12.11645,9,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1.200106,164.9889,336.3711095,2,3,4,4,2,5,3,3,1,0,0,0,1,0,0,0,0
1,80,6274.49,7.98755916,13,0,2,1,1,1,1,0,0,0,1,1,0,1,0,2.625315241,139.99789,474.5558784,3,5,3,5,3,4,3,3,0,1,0,0,0,1,0,1,0
1,41,32105.64,12.78937,16,0,1,0,0,0,1,0,1,1,0,0,1,1,1,56.09481,212.6228,5739.181377,4,4,4,3,4,4,4,5,0,0,1,0,0,0,1,1,0
3,87,64541.1,10.89199,18,0,0,0,1,1,1,0,0,0,1,0,1,1,0,71.35208,200.1323,6816.033585,3,4,2,3,4,4,3,3,0,0,1,0,0,0,1,1,0
3,86,73686.44,10.45045,10,1,0,0,1,0,1,0,0,1,1,1,0,0,1,6.30655,139.983,1165.890091,5,6,5,3,4,4,5,4,0,0,0,0,0,1,0,1,0
2,61,31833.15,10.39104,14,2,0,0,0,1,1,0,0,0,1,0,0,0,1,66.58209,124.9781,5644.111425,3,4,3,3,3,3,4,5,1,0,0,0,0,0,1,1,0
3,25,49597.04,7.223746,13,0,2,1,1,0,0,0,0,0,0,1,1,0,0,67.69816,117.472,5917.079917,5,5,4,2,5,4,3,3,0,1,0,0,0,1,0,0,0
0,49,9043.47,11.33568,12,0,2,1,0,1,1,0,0,0,1,0,0,0,1,71.02256,104.9781,6399.222377,5,6,5,6,2,5,4,3,0,0,0,0,0,1,0,1,0
1,63,10909.79,12.21852573,15,2,0,0,1,0,1,1,0,0,0,0,1,1,1,15.31997698,220.114868,2181.752793,3,4,5,4,3,3,3,1,0,0,0,1,0,0,0,0,0
0,32,68188.8,11.11635259,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.435331488,124.97808,749.3268907,3,3,4,4,3,4,3,3,1,0,0,1,0,0,1,1,0
1,63,58302.74,11.17906,12,2,0,0,0,0,1,0,1,0,1,1,1,1,1,61.91109,215.1591,6092.04938,3,3,4,2,5,4,4,3,0,0,1,0,0,1,0,0,0
0,51,35194.3,13.15165,16,2,0,0,1,0,1,0,0,0,1,0,1,0,0,11.30633,149.9621,1199.678982,3,4,3,4,4,3,4,5,1,0,0,0,0,1,0,0,0
3,58,101681.0,8.968992,14,0,0,0,0,1,0,0,0,1,0,1,0,1,0,65.93881,149.9707,5804.870522,6,5,5,2,3,4,5,4,0,1,0,0,1,0,0,1,0
0,64,16836.27,6.238726,13,3,0,0,0,0,1,1,0,0,0,0,1,0,1,55.0447,169.9447,4727.689294,3,4,3,5,3,4,4,3,1,0,0,0,0,0,0,0,0
2,29,38159.22,4.460194,10,2,1,0,0,0,1,0,1,1,1,0,1,1,1,11.739,225.1457,2212.982101,3,2,2,1,5,2,2,4,0,0,0,0,0,1,0,0,0
0,88,6953.72,10.35968528,14,0,0,0,0,0,1,0,1,0,0,0,1,1,1,9.759495559,190.12704,1663.694612,2,2,4,2,4,3,1,3,0,0,0,0,0,1,0,1,0
4,62,23498.57,5.625894,9,1,1,0,1,0,1,1,1,0,1,0,0,1,1,58.50038,194.9882,5264.752684,5,6,5,2,5,5,4,3,1,0,0,0,0,1,0,0,0
4,82,20071.49,9.725327,11,1,1,0,0,1,1,0,0,1,0,1,0,0,1,9.068923,147.4601,855.2059629,2,4,3,3,5,2,2,4,1,0,0,0,0,1,0,0,0
4,48,25948.52,12.03137,14,0,1,0,0,0,1,0,1,1,1,0,0,0,1,62.68348,117.5152,5598.052693,4,6,4,2,4,4,4,4,0,1,0,0,0,0,1,1,0
0,31,27065.02,11.37858,9,3,1,1,0,1,1,0,0,1,1,1,0,1,1,15.59169,162.4937,1678.565511,4,4,4,3,3,3,3,3,0,1,0,0,0,0,1,0,0
0,70,17199.86,12.16386,14,1,1,0,0,0,0,0,1,1,1,0,0,0,1,54.7128,149.9915,4667.397297,4,4,3,3,3,3,1,3,1,0,0,0,0,0,1,0,0
2,63,67319.27,6.362190982,12,1,2,0,1,1,1,0,0,0,1,1,1,0,1,13.59137366,162.471255,1460.513443,2,3,3,4,4,3,3,4,1,0,0,1,0,0,0,1,0
0,70,27386.37,11.98767,12,4,1,0,1,0,1,0,1,0,1,0,1,1,0,12.43721,202.65,1980.207923,3,3,5,4,3,6,3,5,0,0,0,1,0,1,0,0,0
0,45,13219.0,12.75787,13,4,0,0,0,0,1,0,0,0,0,0,1,1,1,64.15677,207.6094,5773.173421,3,4,2,2,3,3,4,3,1,0,0,0,1,0,0,1,0
2,78,61852.29,12.74847,13,2,0,0,1,0,1,1,0,0,0,0,1,0,1,54.28465,169.9447,4681.080835,3,3,3,3,5,3,5,2,1,0,0,0,1,0,0,0,0
1,39,110579.2,10.62755,10,0,0,0,0,0,1,1,1,0,0,0,1,1,1,55.69627,210.1563,5230.495459,2,2,3,2,5,1,2,2,0,1,0,0,0,1,0,0,0
0,30,4631.67,6.383836,14,0,0,1,0,0,1,1,0,0,0,1,1,1,1,13.31462,232.624,2099.171991,2,2,4,2,4,2,3,3,0,0,0,0,0,0,0,0,0
4,40,22390.15,9.873985217,9,2,1,0,1,1,1,0,1,0,0,1,1,1,0,14.05740045,190.159922,1887.197833,5,5,6,4,3,4,3,4,0,1,0,1,0,1,0,1,0
0,57,8882.07,16.27782,18,0,0,0,1,0,1,0,0,1,0,0,1,0,0,57.50632,139.9349,5434.927441,3,2,3,4,3,4,3,2,0,0,0,1,0,0,1,1,0
2,77,86877.95,14.83322,14,0,1,0,1,0,1,0,1,0,1,0,0,1,1,2.958575,162.4827,531.0770713,3,4,5,5,1,4,4,5,1,0,0,0,0,1,0,0,0
1,72,73952.76,15.99328,10,1,0,0,1,0,1,1,0,0,1,0,1,0,0,12.80172,182.4676,1403.146012,2,2,3,3,4,3,3,4,1,0,0,0,0,0,0,1,0
2,36,22082.05,9.874838,15,0,0,0,1,1,1,0,1,1,0,1,1,0,0,6.681836,142.4855,1019.877653,3,4,2,3,4,3,4,4,0,1,0,0,0,1,0,0,0
2,52,21000.61,8.901128259,16,1,0,0,1,0,1,1,1,0,0,1,1,0,0,8.284579203,184.971516,1123.759368,3,4,2,4,3,4,4,2,1,0,0,0,0,0,0,1,0
5,51,52233.68,7.356317,11,2,0,1,0,0,1,0,1,0,0,0,1,0,0,63.70781,119.9568,6050.818366,6,6,4,5,5,6,7,6,0,0,0,0,0,0,0,0,0
1,41,20881.22,6.312280543,12,0,1,0,0,0,1,1,1,0,0,0,1,0,0,7.00096668,172.462354,933.4257317,5,4,5,4,2,5,4,3,1,0,1,0,0,0,0,0,1
4,74,27361.04,9.241986,10,0,0,0,1,1,1,1,0,0,0,0,0,1,1,4.030411,159.9476,1097.688317,4,3,5,4,4,3,4,5,0,0,0,1,0,0,1,1,0
0,41,67694.49,7.746416,14,0,0,0,0,1,1,1,0,0,0,0,1,0,1,61.35472,169.9447,5367.181608,3,3,3,4,3,2,4,2,1,0,0,0,0,0,1,1,0
3,75,35671.63,10.93051,15,2,1,1,1,1,1,1,1,1,0,0,0,0,0,65.68687,169.9741,5629.354953,4,3,4,4,4,3,3,3,1,0,1,0,0,1,0,0,0
1,51,48170.55,8.357842,5,1,1,0,0,0,1,0,1,0,0,0,0,1,1,18.44435,129.9598,2182.755951,2,2,4,5,4,2,3,3,0,0,0,0,0,1,0,0,0
4,53,35950.39,8.081922,12,1,0,0,0,1,1,0,0,0,0,0,0,1,0,59.60557,127.4421,5648.297688,4,5,4,2,5,4,2,3,0,0,1,0,0,1,0,1,0
2,25,18402.27,5.236234219,12,1,0,0,1,0,1,0,1,1,1,0,1,1,1,4.991605214,212.669463,1259.735294,4,3,2,4,3,3,2,2,0,1,0,0,0,0,0,0,0
0,84,91355.72,17.41601,11,1,0,0,0,1,1,1,0,1,0,0,0,1,1,11.4264,202.4433,1145.984358,5,5,5,3,4,4,3,2,1,0,0,0,0,0,0,0,0
3,37,43995.62,13.86336803,12,0,0,1,1,1,1,0,0,1,1,0,0,1,1,14.31596419,182.460772,1642.394079,4,3,3,3,5,2,1,2,1,0,0,1,1,0,0,0,0
2,89,28219.28,8.787582345,10,0,0,0,0,0,1,0,0,0,1,0,0,1,1,5.25445262,127.488728,686.9354616,5,6,6,4,4,5,6,5,0,1,1,0,0,1,0,1,0
9,86,25972.02,10.1937,10,1,1,0,1,0,1,1,1,1,0,0,1,0,1,68.05839,194.9581,6215.18264,4,4,4,3,4,4,5,4,1,0,0,0,1,0,0,1,0
3,85,101766.0,11.27661,10,0,0,1,1,1,1,1,0,1,1,1,0,1,1,68.06938,194.9992,6048.018658,5,4,5,3,3,4,4,4,0,1,0,1,1,0,0,1,0
2,80,44078.45,8.546853,11,1,0,0,1,1,1,0,0,0,1,0,0,1,0,5.620998,139.965,1077.685443,1,2,2,3,5,1,3,1,0,0,0,0,0,0,1,0,0
0,41,6204.51,11.15744,13,0,1,0,0,0,1,1,0,1,1,1,0,1,0,2.184299,194.9992,701.4431106,4,3,4,6,1,4,4,4,0,1,0,1,0,1,0,1,0
0,75,13612.16,12.63643487,18,0,0,0,0,0,1,0,1,1,1,1,1,1,1,19.83504645,225.178625,2301.850721,3,2,2,2,5,3,2,4,0,1,0,0,0,1,0,1,0
4,42,88294.82,13.60515,15,4,0,0,0,0,1,0,0,1,0,1,1,1,0,5.43842,222.6143,1559.647223,3,3,4,4,4,2,2,4,0,0,0,0,0,1,0,0,0
4,49,13218.2,7.295501,15,1,3,0,1,1,0,0,0,1,0,0,1,0,0,59.82583,139.9349,5774.350984,2,2,3,3,4,3,2,3,0,0,0,1,0,1,0,1,0
4,18,59664.26,8.551016,14,0,0,0,1,0,1,0,0,1,0,1,0,1,0,42.19555,162.447,4434.823362,3,2,3,3,5,3,2,2,0,0,0,0,0,0,1,1,0
5,32,41512.12,12.47085,9,0,0,0,1,0,0,1,0,1,0,1,0,0,0,70.48211,179.9656,6153.937297,3,3,2,5,3,3,3,4,1,0,0,0,0,0,1,0,0
0,44,25727.59,13.83786,11,1,0,0,0,1,1,0,0,0,1,1,1,0,1,66.59987,162.4713,5757.58642,2,2,2,4,4,1,3,3,1,0,0,0,0,0,1,0,0
1,60,19410.35,13.37836,12,2,0,0,0,0,1,0,1,1,1,0,0,1,0,10.48149,164.9785,1679.924727,2,3,2,3,5,3,2,2,0,0,0,0,0,1,0,0,0
2,77,94990.56,5.378491,11,1,0,0,0,0,1,0,0,0,0,1,0,0,0,7.660409,92.48802,682.9150315,6,6,5,2,4,5,2,5,0,1,0,0,0,0,1,1,0
0,82,12145.15,14.86921,11,1,1,0,1,0,1,1,1,0,0,1,1,1,1,54.22687,255.1417,4942.653192,2,3,2,5,3,5,4,4,1,0,0,0,0,0,1,0,0
2,36,11450.5,15.35378,9,1,0,0,0,0,1,1,0,0,0,0,1,0,0,52.5986,149.9447,5141.180261,3,3,2,3,3,3,3,2,0,0,0,0,0,0,1,1,0
3,55,81140.88,12.40678,15,0,1,0,1,1,0,0,0,1,0,0,0,1,1,46.92377,149.9378,4583.54052,2,2,2,3,3,3,4,3,0,0,0,0,0,0,0,0,0
3,24,46676.42,15.92158,12,0,0,1,1,0,0,0,0,1,0,1,1,1,1,3.290431,242.6143,1045.435988,4,3,3,5,3,3,5,4,1,0,0,0,0,0,1,1,0
1,25,30352.63,9.34142,13,0,0,0,1,0,0,1,0,0,1,0,0,1,0,67.2235,192.4705,6015.544544,3,4,3,5,4,3,4,3,1,0,0,0,0,1,0,1,0
1,31,59814.41,4.794991,15,0,0,0,1,1,1,1,0,0,1,0,1,1,1,63.53539,232.6378,6369.536182,4,4,4,4,4,3,5,3,0,0,0,0,0,1,0,1,0
1,77,4489.66,11.84221,15,1,0,0,1,0,1,1,0,1,0,0,0,0,0,55.18746,147.4564,5121.506186,2,2,5,1,4,3,2,3,0,0,0,0,0,1,0,1,0
9,86,29966.23,9.197938249,17,2,0,0,0,0,1,0,0,0,0,0,1,1,0,1.00025934,187.609354,1154.39778,3,4,3,2,4,3,3,3,0,0,0,1,0,0,1,1,0
2,36,21302.51,9.986819,17,0,0,0,0,0,0,1,0,1,1,0,0,0,0,15.19686,159.9794,2095.117873,5,5,5,2,5,4,3,3,0,0,0,0,0,1,0,1,0
0,20,99100.1,9.908849616,5,0,0,0,0,1,1,0,0,1,0,1,1,1,0,9.26064585,222.61428,1821.82345,3,4,3,4,5,3,3,4,0,0,0,1,1,0,0,0,0
5,62,20916.69,8.430997077,11,1,0,1,1,1,1,1,0,1,1,1,1,1,0,4.969645421,287.642733,1277.1051,4,3,4,4,3,4,4,3,1,0,1,0,0,1,0,1,0
2,49,53025.02,7.721097,14,1,0,1,1,0,0,0,0,1,1,0,1,1,1,59.42848,210.1518,5566.284588,2,2,2,4,4,4,4,2,0,1,0,1,1,0,0,0,0
5,40,38678.23,7.235001,11,1,1,0,0,0,1,0,1,1,0,0,0,0,1,42.82228,137.4686,3860.25038,3,3,3,3,5,3,1,3,1,0,1,0,0,1,0,0,0
1,59,23804.97,10.1896,11,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1.110729,210.1518,724.2830732,4,5,4,5,2,6,3,5,0,1,0,0,1,0,0,0,0
0,44,17324.98,6.669277,8,2,0,0,1,0,1,1,0,1,0,0,1,0,0,60.45224,172.4404,5743.829083,5,4,6,3,4,5,4,5,0,0,1,0,1,0,0,0,0
0,27,37415.85,8.319615273,14,0,0,1,0,0,1,0,0,0,0,0,0,0,1,19.50833872,112.455141,1751.748167,2,4,1,3,3,1,2,2,1,0,1,0,1,0,0,1,0
3,85,47986.4,9.162228,14,2,1,0,0,1,1,0,1,1,0,1,0,1,1,44.72714,164.9647,4384.720336,2,3,3,3,3,2,5,3,0,0,0,1,0,1,0,0,0
0,49,38524.15,7.3642,11,1,0,1,1,0,1,1,0,1,0,1,0,0,0,41.27155,179.9656,3550.827248,4,5,5,3,5,4,3,4,1,0,0,1,0,0,0,0,0
4,24,35835.58,11.41217,14,1,0,0,1,1,1,0,1,1,0,0,1,0,1,56.69146,162.4526,5261.201726,2,2,3,4,4,3,2,2,1,0,0,1,0,0,1,1,0
