Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Tenure,MonthlyCharge,Bandwidth_GB_Year,TimelyResponse,TimelyFixes,TimelyReplacements,Reliability,Options,Respectful,Courteous,ActiveListening,InternetService_Fiber Optic,InternetService_None,Contract_One year,Contract_Two Year,PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check,Gender_Male,Gender_Nonbinary
1,28,18911.92,3.681734,14,1,0,0,1,0,1,0,1,0,0,0,0,1,0,2.277916,149.9598,520.0280011,3,4,3,4,2,4,3,4,1,0,0,1,0,0,1,0,0
5,20,23660.7,11.64845286,11,1,1,0,0,0,1,0,0,0,1,0,1,1,1,6.577676916,220.132293,1329.24842,4,3,2,1,3,4,4,3,1,0,1,0,0,0,0,0,0
2,82,23264.27,12.08807,15,0,1,0,1,1,1,1,0,0,0,1,1,1,1,67.49846,252.624,6063.51865,5,4,5,5,4,5,4,4,1,0,0,1,0,0,1,1,0
0,58,123006.6,9.970674,11,0,1,0,0,1,1,1,0,0,1,1,1,1,0,70.84337,265.147,6392.803419,4,4,3,4,4,4,3,3,1,0,0,0,0,1,0,0,0
5,19,11609.18,14.22906,12,1,0,0,0,0,1,1,1,0,0,0,0,1,1,40.80483,162.4653,4397.21741,4,3,4,4,3,3,4,4,0,0,0,0,1,0,0,1,0
1,72,13325.5,8.91016,9,1,0,0,0,1,1,0,0,0,0,0,1,0,1,10.65826,117.4392,1436.859689,3,4,3,2,4,2,3,2,0,0,0,0,0,0,1,0,0
1,88,22016.87,12.39355,13,2,0,0,0,1,1,0,1,0,1,0,1,1,1,61.70332,190.1737,5622.295605,4,4,4,3,4,5,5,5,0,1,0,0,0,1,0,1,0
10,31,6814.71,10.28906,12,0,0,0,1,0,1,1,1,1,1,1,0,1,0,62.77522,209.9931,6413.177133,2,3,4,3,4,2,3,2,0,0,1,0,0,0,1,0,0
0,53,41900.38,10.72665,8,1,0,0,0,1,1,0,1,1,0,0,1,0,0,62.83864,129.9763,5499.615826,4,3,3,4,3,4,3,4,0,1,0,0,1,0,0,0,0
3,39,32221.49,9.399095,11,3,0,0,1,0,1,0,0,0,0,1,0,1,1,1.571176,159.9512,499.02956,4,3,4,4,3,5,5,3,1,0,1,0,1,0,0,1,0
2,26,14345.87,7.484153,11,0,1,0,0,1,1,0,0,1,0,0,1,0,0,21.52164,159.9349,2150.01852,4,3,4,4,3,3,4,3,1,0,0,1,0,1,0,0,1
1,49,26391.1,14.04061351,10,1,0,0,0,1,1,0,0,0,0,1,1,1,0,14.09942339,220.118516,1693.576099,2,2,2,4,2,3,4,3,1,0,1,0,0,0,1,1,0
2,79,35699.32,9.833881,11,0,1,0,0,0,1,1,0,0,1,0,0,0,1,48.99429,157.4836,4133.654101,2,3,3,5,2,4,3,3,1,0,0,1,0,0,1,0,0
2,67,39176.98,8.34145,15,1,0,0,1,0,1,0,1,1,1,0,1,1,0,11.94952,245.1457,1692.14874,4,3,3,4,1,5,4,5,1,0,1,0,0,0,0,0,0
3,45,55370.33,13.11354412,14,0,0,0,0,0,0,1,1,1,0,1,0,0,0,7.59915732,182.483267,972.4555268,3,3,3,2,4,2,3,4,1,0,0,1,1,0,0,0,0
1,34,5189.69,8.630403,14,1,1,0,1,0,1,1,0,0,0,0,0,1,1,6.246939,179.9476,904.6029537,2,4,2,5,1,4,4,4,1,0,0,1,1,0,0,1,0
0,52,25046.32,10.95526,11,3,0,0,0,0,1,0,0,0,1,1,0,0,1,70.03794,137.4872,5817.251946,4,4,2,4,4,4,2,3,1,0,0,0,0,0,1,0,0
0,89,22524.43,14.02325,15,0,0,0,1,0,1,0,0,1,0,1,1,1,1,66.64969,210.138,5931.491211,4,5,5,5,3,4,4,4,0,1,0,0,0,0,1,1,0
0,21,212255.3,8.364859,10,0,1,1,0,0,1,0,0,0,0,0,1,0,0,58.50278,104.9629,5080.067605,3,3,3,4,4,3,4,3,0,1,0,0,0,1,0,0,0
2,30,44831.61,12.24849045,9,2,0,0,1,1,0,0,0,1,1,0,0,1,1,18.66504433,149.984492,1990.914106,2,1,2,3,5,3,4,4,0,1,0,0,0,1,0,0,0
1,79,35090.13,10.35475,10,0,0,0,0,0,1,0,0,1,1,0,1,0,0,70.95891,172.4579,6120.455574,3,5,3,4,4,4,3,4,1,0,0,1,0,0,0,0,0
5,36,57501.66,10.11802,14,0,0,0,1,1,1,0,1,1,0,0,1,0,1,58.62812,162.4526,5411.328838,3,3,4,5,2,6,4,4,1,0,0,0,0,1,0,1,0
10,85,52397.9,3.801012,15,2,0,0,0,0,1,1,1,1,1,1,1,0,1,68.59473,199.9902,6749.102107,3,3,2,5,4,3,4,4,0,0,0,0,0,1,0,0,0
1,44,7591.68,10.40481,11,2,0,1,1,0,1,1,0,0,0,1,1,0,1,8.082833,149.9776,980.4160232,3,4,3,3,5,4,3,1,0,1,0,1,1,0,0,0,0
1,57,22713.63,10.0785,14,0,1,1,1,0,1,1,0,0,1,0,1,0,0,69.09557,149.9913,6017.868507,4,4,4,5,2,6,3,4,0,1,0,0,0,1,0,0,0
2,84,63963.36,3.559550725,8,1,0,1,0,0,1,1,0,0,1,0,1,1,0,6.877942744,232.637807,1537.109931,4,3,3,3,4,3,3,3,0,0,0,0,0,0,1,0,0
7,71,32765.97,11.31643,15,1,0,0,1,0,1,1,0,0,0,0,1,1,1,51.9989,240.1149,4979.183398,4,5,4,3,2,5,4,3,1,0,1,0,0,0,1,1,0
0,34,10092.3,8.528837,12,0,0,0,0,0,0,0,1,0,0,1,1,0,1,11.71559,119.9897,1283.330518,3,3,3,4,3,4,4,3,0,1,0,0,0,1,0,0,0
1,48,4282.41,12.23066,10,0,1,0,0,0,1,0,0,1,0,0,1,0,1,39.83562,139.9349,4000.266344,5,3,5,1,5,5,4,3,0,0,0,0,0,1,0,0,0
1,44,43141.58,10.52838,8,1,0,0,1,0,1,0,1,0,0,0,1,0,0,70.9092,139.9568,6127.202373,4,4,4,5,3,3,2,2,1,0,0,1,0,0,0,0,0
4,45,16073.46,10.07234257,9,0,1,0,1,0,1,1,0,0,1,0,0,0,1,8.699764172,157.483594,1087.336893,5,4,5,4,2,4,4,4,1,0,0,0,0,0,0,1,0
1,63,45907.32,8.851285,13,0,2,0,1,0,1,1,0,0,1,0,1,0,0,62.56329,182.4676,5510.00981,3,3,3,5,3,4,3,4,1,0,0,1,0,0,1,1,0
10,55,28643.72,5.565705,11,2,0,1,1,0,1,1,1,1,1,1,1,0,1,8.828042,199.9902,1997.36133,4,3,5,4,3,4,5,4,0,0,0,0,0,0,0,1,0
0,32,42691.56,11.36499,11,1,0,0,1,0,1,1,1,1,1,0,1,0,1,65.58919,187.4811,6364.432003,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0
2,89,15207.5,8.795566,10,1,0,0,1,0,0,1,0,1,1,0,1,1,0,10.70911,255.1336,1975.678599,3,4,2,2,6,3,4,4,0,0,0,1,0,0,0,1,0
1,82,9829.71,8.98954,8,0,0,0,1,0,1,1,0,1,0,0,1,0,0,2.654262,192.4404,500.6893216,3,3,3,2,5,3,3,2,1,0,0,0,1,0,0,0,0
2,88,29013.48,8.996603,14,0,1,1,0,1,1,1,0,1,1,0,0,0,1,48.91992,159.9794,4605.537302,5,4,4,4,1,6,4,6,0,0,0,0,0,1,0,0,0
1,62,6759.91,15.28653,11,2,1,0,1,0,0,1,0,0,0,0,1,1,0,68.45528,240.1149,6125.329205,3,4,4,4,4,3,1,4,1,0,0,0,0,1,0,0,0
3,25,31545.14,14.43295,14,1,0,0,0,0,1,0,0,0,0,0,0,0,1,62.59775,92.45514,5712.520809,3,3,3,3,4,4,4,3,0,0,0,0,0,1,0,0,0
0,45,17236.85,15.11505,12,2,2,1,1,1,1,0,1,1,1,0,1,1,1,62.45252,245.1457,5887.870657,2,2,3,4,2,3,3,4,1,0,0,0,0,0,1,1,0
3,25,35159.56,9.592787,14,0,0,1,0,0,1,1,1,0,1,1,1,0,1,64.68955,197.4945,5949.914693,4,4,3,4,3,3,4,3,1,0,0,0,1,0,0,1,0
0,35,44287.84,9.032429129,13,3,2,0,1,0,1,1,1,1,0,0,1,0,0,21.87100089,194.958118,2273.781965,3,4,3,3,3,4,3,5,1,0,0,0,0,1,0,0,0
1,20,58333.09,9.652139761,16,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1.515452465,210.138,804.489391,3,4,3,4,5,1,3,3,0,1,0,0,0,0,1,0,0
2,53,45777.4,12.37429389,11,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1.570209934,152.44408,930.6501084,3,3,3,4,4,3,2,5,0,0,0,0,0,1,0,1,0
0,54,44290.52,6.833444,15,2,0,0,0,0,1,1,0,0,0,0,0,0,0,58.90417,144.9607,4880.899279,2,2,1,3,4,3,4,1,1,0,0,0,1,0,0,0,0
1,83,29764.16,6.952948,12,0,1,0,0,0,1,1,0,1,0,0,0,1,1,48.83733,169.9671,4245.418262,3,4,4,3,5,3,3,3,0,1,1,0,0,0,0,0,0
0,70,70716.07,6.554147,13,0,0,0,1,0,1,1,0,1,1,0,0,0,1,13.99745,159.9794,1741.511236,3,3,3,3,4,2,3,1,0,0,0,0,0,0,1,0,0
2,43,3949.33,13.98169147,12,0,0,1,0,0,1,0,1,0,0,0,0,0,1,5.810822315,82.496547,631.4316327,4,4,4,3,4,2,3,4,0,1,0,0,0,1,0,0,0
3,45,34497.95,7.583070893,8,1,0,0,0,0,1,1,0,0,0,0,0,1,1,16.75283806,159.947583,2122.146303,4,3,4,3,5,4,3,3,0,0,0,0,0,0,1,0,0
8,18,104480.4,18.44059,12,0,1,0,0,0,1,1,0,1,1,0,1,1,0,18.8098,275.1336,2596.374524,5,4,4,4,4,3,4,3,1,0,0,1,0,0,0,0,0
3,40,17078.58,8.935074,10,1,0,0,1,1,1,0,0,0,1,0,1,0,0,61.16472,129.9621,5826.881326,2,2,3,3,4,2,1,4,0,0,0,0,0,1,0,0,0
1,28,158549.3,11.11995,9,1,0,0,1,0,0,0,1,1,1,1,0,1,0,62.97217,165.0113,5676.643658,4,4,2,4,3,4,5,4,0,1,0,0,0,0,0,0,0
0,65,19126.13,8.381372,12,6,1,0,1,0,0,0,0,1,1,1,0,0,1,63.18627,159.983,5307.208545,4,5,3,5,1,4,4,3,1,0,0,0,0,1,0,0,0
0,67,35829.24,10.17359,10,1,0,0,0,0,1,1,1,0,0,1,1,1,1,60.11333,235.1417,5887.65047,3,3,5,5,3,4,4,3,0,0,0,1,0,0,0,0,0
0,42,26577.44,11.78952,13,1,2,0,1,0,1,1,0,1,0,0,1,0,1,14.47965,192.4404,1617.050793,5,5,2,5,1,5,4,4,1,0,0,0,0,0,0,1,0
1,34,80906.28,17.23011599,11,2,0,0,0,0,1,1,1,1,1,1,0,0,0,2.140387928,175.006206,1080.597617,4,4,3,3,4,3,2,3,0,0,1,0,1,0,0,1,0
0,63,42613.78,11.10537,14,5,0,0,0,0,1,1,1,1,0,1,0,0,0,12.50419,162.4833,1636.48816,4,3,4,4,5,3,3,4,0,0,1,0,1,0,0,0,0
0,51,33535.84,10.50958,10,2,1,0,1,0,1,1,0,1,1,0,0,0,1,64.86671,179.9794,5640.714867,4,4,5,4,3,5,4,4,1,0,1,0,1,0,0,1,0
2,73,37027.19,7.133502,8,0,0,0,1,0,1,1,1,1,0,1,0,0,1,57.39587,150.007,5012.390451,3,3,4,3,4,3,5,4,0,1,0,0,0,0,0,1,0
0,60,21430.34,11.65773,7,1,0,0,0,1,1,0,0,0,1,1,0,1,1,69.04134,152.4742,6282.538237,3,3,2,1,2,3,2,4,0,0,1,0,0,0,1,0,0
5,20,41375.24,14.25234,6,1,1,0,1,0,1,0,0,1,1,0,1,1,1,3.511593,242.6281,1172.010209,3,3,3,4,4,4,2,3,1,0,0,0,1,0,0,0,0
3,88,30261.27,11.14141,15,1,1,0,1,0,1,0,0,0,0,0,1,0,0,3.443373,137.4392,441.303964,4,4,4,2,4,2,3,4,1,0,0,0,0,0,1,0,0
6,38,31239.87,8.18622,10,0,0,0,1,0,1,1,0,0,0,0,0,0,1,8.584144,112.4844,1077.237101,4,5,4,5,2,4,5,4,0,1,0,1,0,0,0,1,0
2,86,6689.37,7.86445,11,0,0,0,1,0,1,1,0,1,0,0,1,1,0,40.731,242.6106,4313.243257,3,3,2,4,4,3,2,3,0,0,0,0,0,1,0,0,0
3,64,50015.49,5.523528,8,2,0,0,0,1,0,0,0,0,1,0,1,1,0,3.02742,200.1323,1246.012987,4,4,5,3,4,4,3,3,0,0,1,0,0,0,0,0,0
2,61,12456.09,10.35181,13,0,1,1,0,0,1,1,0,1,0,0,1,1,1,71.36043,262.6106,6538.478003,4,4,4,3,3,4,6,4,1,0,1,0,1,0,0,1,0
4,66,118983.0,11.793,13,1,1,0,0,1,0,1,0,0,0,0,0,1,1,70.23581,159.9476,6548.644506,4,5,6,3,4,3,3,4,0,0,1,0,0,0,0,1,0
0,64,66710.72,10.20337,12,0,1,1,1,0,1,0,0,0,0,0,0,1,0,69.15975,127.4421,6189.656421,4,6,5,4,4,5,4,4,0,0,0,0,0,1,0,0,0
5,85,11700.78,6.78886,10,1,0,0,1,1,1,1,1,1,1,0,1,1,0,61.83307,277.6513,5931.842515,5,5,4,3,4,4,3,3,1,0,1,0,1,0,0,1,0
0,67,7004.93,6.914264,9,0,0,0,1,0,1,1,0,1,1,1,0,0,1,4.812563,172.4885,1003.080929,6,5,6,3,3,5,6,3,0,0,0,0,1,0,0,0,0
1,20,21224.38,10.77302,11,0,0,0,1,0,1,1,1,0,0,1,1,1,1,70.66533,255.1417,6523.645236,4,3,4,2,2,4,4,4,1,0,0,1,0,0,1,0,0
2,23,14413.03,6.292876,8,1,1,0,0,1,1,0,0,0,0,0,1,1,0,5.207616,207.6094,990.5923177,3,2,3,5,2,2,3,3,1,0,1,0,1,0,0,0,1
2,32,38806.49,7.708065,14,0,1,0,1,0,1,0,1,1,1,1,0,0,0,51.39351,162.5007,4668.189279,3,2,3,3,4,2,3,3,1,0,0,0,0,0,0,1,0
